Date,Department,Available_Beds,Occupied_Beds,Bed_Occupancy_Rate,Doctors_Planned,Doctors_On_Duty,Nurses_Planned,Nurses_On_Duty,Emergency_Admissions
2024-07-17,Obstetrics,40,28,0.7,4,4,8,8,5
2024-07-17,Oncology,38,29,0.7632,4,4,8,8,8
2024-07-17,Orthopedics,48,36,0.75,5,5,10,10,6
2024-07-17,Urology,30,18,0.6,3,3,6,6,2
2024-07-18,Cardiology,44,32,0.7273,4,3,9,9,8
2024-07-18,General Surgery,42,33,0.7857,4,4,9,9,5
2024-07-18,Internal Medicine,64,46,0.7188,6,6,13,13,3
2024-07-18,Neurology,36,26,0.7222,4,3,8,8,2
2024-07-18,Obstetrics,40,26,0.65,4,4,8,8,5
2024-07-18,Oncology,38,30,0.7895,4,4,8,8,6
2024-07-18,Orthopedics,48,32,0.6667,5,5,10,9,3
2024-07-18,Urology,30,22,0.7333,3,3,6,6,4
2024-07-19,Cardiology,44,34,0.7727,4,4,9,9,7
2024-07-19,General Surgery,42,32,0.7619,4,4,9,9,8
2024-07-19,Internal Medicine,64,47,0.7344,6,6,13,13,2
2024-07-19,Neurology,36,26,0.7222,4,4,8,7,7
2024-07-19,Obstetrics,40,26,0.65,4,4,8,8,6
2024-07-19,Oncology,38,28,0.7368,4,4,8,8,5
2024-07-19,Orthopedics,48,34,0.7083,5,5,10,10,5
2024-07-19,Urology,30,23,0.7667,3,3,6,6,5
2024-07-20,Cardiology,44,33,0.75,4,4,9,9,11
2024-07-20,General Surgery,42,29,0.6905,4,4,9,9,6
2024-07-20,Internal Medicine,64,43,0.6719,6,6,13,13,4
2024-07-20,Neurology,36,26,0.7222,4,4,8,8,8
2024-07-20,Obstetrics,40,26,0.65,4,4,8,8,5
2024-07-20,Oncology,38,30,0.7895,4,4,8,8,5
2024-07-20,Orthopedics,48,33,0.6875,5,5,10,10,6
2024-07-20,Urology,30,21,0.7,3,3,6,6,2
2024-07-21,Cardiology,44,31,0.7045,4,4,9,9,8
2024-07-21,General Surgery,42,30,0.7143,4,4,9,9,8
2024-07-21,Internal Medicine,64,48,0.75,6,6,13,13,8
2024-07-21,Neurology,36,26,0.7222,4,4,8,8,8
2024-07-21,Obstetrics,40,26,0.65,4,4,8,8,3
2024-07-21,Oncology,38,32,0.8421,4,4,8,8,5
2024-07-21,Orthopedics,48,35,0.7292,5,5,10,10,4
2024-07-21,Urology,30,20,0.6667,3,2,6,6,4
2024-07-22,Cardiology,44,32,0.7273,4,4,9,9,9
2024-07-22,General Surgery,42,31,0.7381,4,4,9,9,11
2024-07-22,Internal Medicine,64,49,0.7656,6,5,13,13,7
2024-07-22,Neurology,36,25,0.6944,4,4,8,8,5
2024-07-22,Obstetrics,40,27,0.675,4,4,8,8,6
2024-07-22,Oncology,38,30,0.7895,4,4,8,8,10
2024-07-22,Orthopedics,48,36,0.75,5,5,10,10,9
2024-07-22,Urology,30,23,0.7667,3,3,6,6,5
2024-07-23,Cardiology,44,30,0.6818,4,4,9,9,1
2024-07-23,General Surgery,42,33,0.7857,4,4,9,9,14
2024-07-23,Internal Medicine,64,52,0.8125,6,6,13,13,3
2024-07-23,Neurology,36,27,0.75,4,4,8,8,9
2024-07-23,Obstetrics,40,23,0.575,4,4,8,8,4
2024-07-23,Oncology,38,32,0.8421,4,4,8,7,5
2024-07-23,Orthopedics,48,32,0.6667,5,5,10,10,3
2024-07-23,Urology,30,20,0.6667,3,3,6,6,6
2024-07-24,Cardiology,44,34,0.7727,4,4,9,9,6
2024-07-24,General Surgery,42,32,0.7619,4,4,9,8,6
2024-07-24,Internal Medicine,64,45,0.7031,6,6,13,13,5
2024-07-24,Neurology,36,27,0.75,4,3,8,8,5
2024-07-24,Obstetrics,40,29,0.725,4,3,8,8,3
2024-07-24,Oncology,38,29,0.7632,4,4,8,8,2
2024-07-24,Orthopedics,48,31,0.6458,5,5,10,10,1
2024-07-24,Urology,30,22,0.7333,3,3,6,6,9
2024-07-25,Cardiology,44,32,0.7273,4,4,9,9,6
2024-07-25,General Surgery,42,32,0.7619,4,4,9,9,6
2024-07-25,Internal Medicine,64,48,0.75,6,6,13,13,10
2024-07-25,Neurology,36,29,0.8056,4,4,8,8,4
2024-07-25,Obstetrics,40,26,0.65,4,4,8,8,6
2024-07-25,Oncology,38,29,0.7632,4,4,8,8,7
2024-07-25,Orthopedics,48,31,0.6458,5,5,10,10,5
2024-07-25,Urology,30,23,0.7667,3,3,6,6,8
2024-07-26,Cardiology,44,30,0.6818,4,4,9,9,6
2024-07-26,General Surgery,42,31,0.7381,4,4,9,9,7
2024-07-26,Internal Medicine,64,48,0.75,6,6,13,13,11
2024-07-26,Neurology,36,26,0.7222,4,4,8,8,4
2024-07-26,Obstetrics,40,28,0.7,4,4,8,8,4
2024-07-26,Oncology,38,29,0.7632,4,4,8,8,7
2024-07-26,Orthopedics,48,33,0.6875,5,5,10,10,8
2024-07-26,Urology,30,20,0.6667,3,3,6,6,3
2024-07-27,Cardiology,44,28,0.6364,4,4,9,9,5
2024-07-27,General Surgery,42,28,0.6667,4,4,9,9,7
2024-07-27,Internal Medicine,64,49,0.7656,6,5,13,12,11
2024-07-27,Neurology,36,25,0.6944,4,4,8,8,4
2024-07-27,Obstetrics,40,26,0.65,4,4,8,8,3
2024-07-27,Oncology,38,31,0.8158,4,4,8,8,5
2024-07-27,Orthopedics,48,33,0.6875,5,5,10,10,7
2024-07-27,Urology,30,19,0.6333,3,3,6,6,3
2024-07-28,Cardiology,44,29,0.6591,4,4,9,9,6
2024-07-28,General Surgery,42,33,0.7857,4,4,9,9,11
2024-07-28,Internal Medicine,64,45,0.7031,6,6,13,13,12
2024-07-28,Neurology,36,23,0.6389,4,4,8,8,13
2024-07-28,Obstetrics,40,26,0.65,4,3,8,8,1
2024-07-28,Oncology,38,27,0.7105,4,4,8,8,8
2024-07-28,Orthopedics,48,33,0.6875,5,5,10,9,4
2024-07-28,Urology,30,20,0.6667,3,3,6,6,1
2024-07-29,Cardiology,44,35,0.7955,4,4,9,9,8
2024-07-29,General Surgery,42,31,0.7381,4,4,9,9,5
2024-07-29,Internal Medicine,64,49,0.7656,6,6,13,13,3
2024-07-29,Neurology,36,25,0.6944,4,3,8,8,9
2024-07-29,Obstetrics,40,26,0.65,4,4,8,8,4
2024-07-29,Oncology,38,31,0.8158,4,4,8,7,5
2024-07-29,Orthopedics,48,36,0.75,5,5,10,9,2
2024-07-29,Urology,30,23,0.7667,3,3,6,5,8
2024-07-30,Cardiology,44,33,0.75,4,3,9,9,3
2024-07-30,General Surgery,42,33,0.7857,4,4,9,9,7
2024-07-30,Internal Medicine,64,48,0.75,6,6,13,13,7
2024-07-30,Neurology,36,26,0.7222,4,4,8,8,7
2024-07-30,Obstetrics,40,26,0.65,4,4,8,8,5
2024-07-30,Oncology,38,32,0.8421,4,4,8,8,7
2024-07-30,Orthopedics,48,40,0.8333,5,5,10,10,3
2024-07-30,Urology,30,22,0.7333,3,3,6,6,5
2024-07-31,Cardiology,44,30,0.6818,4,4,9,9,4
2024-07-31,General Surgery,42,31,0.7381,4,4,9,8,8
2024-07-31,Internal Medicine,64,45,0.7031,6,6,13,13,6
2024-07-31,Neurology,36,25,0.6944,4,4,8,7,6
2024-07-31,Obstetrics,40,28,0.7,4,4,8,8,3
2024-07-31,Oncology,38,31,0.8158,4,3,8,8,8
2024-07-31,Orthopedics,48,33,0.6875,5,5,10,10,5
2024-07-31,Urology,30,19,0.6333,3,3,6,6,8
2024-08-01,Cardiology,44,32,0.7273,4,4,9,9,4
2024-08-01,General Surgery,42,32,0.7619,4,4,9,9,6
2024-08-01,Internal Medicine,64,50,0.7812,6,6,13,12,5
2024-08-01,Neurology,36,27,0.75,4,4,8,8,4
2024-08-01,Obstetrics,40,29,0.725,4,4,8,8,5
2024-08-01,Oncology,38,28,0.7368,4,3,8,8,9
2024-08-01,Orthopedics,48,36,0.75,5,5,10,10,9
2024-08-01,Urology,30,22,0.7333,3,3,6,6,7
2024-08-02,Cardiology,44,33,0.75,4,4,9,9,5
2024-08-02,General Surgery,42,34,0.8095,4,4,9,9,4
2024-08-02,Internal Medicine,64,46,0.7188,6,6,13,13,10
2024-08-02,Neurology,36,30,0.8333,4,4,8,7,16
2024-08-02,Obstetrics,40,29,0.725,4,4,8,8,5
2024-08-02,Oncology,38,30,0.7895,4,4,8,8,3
2024-08-02,Orthopedics,48,35,0.7292,5,5,10,10,3
2024-08-02,Urology,30,21,0.7,3,3,6,6,1
2024-08-03,Cardiology,44,31,0.7045,4,4,9,8,9
2024-08-03,General Surgery,42,26,0.619,4,4,9,9,6
2024-08-03,Internal Medicine,64,42,0.6562,6,6,13,13,6
2024-08-03,Neurology,36,23,0.6389,4,4,8,8,4
2024-08-03,Obstetrics,40,26,0.65,4,4,8,8,4
2024-08-03,Oncology,38,30,0.7895,4,4,8,7,6
2024-08-03,Orthopedics,48,32,0.6667,5,4,10,9,3
2024-08-03,Urology,30,20,0.6667,3,3,6,6,8
2024-08-04,Cardiology,44,32,0.7273,4,4,9,9,8
2024-08-04,General Surgery,42,34,0.8095,4,4,9,9,7
2024-08-04,Internal Medicine,64,45,0.7031,6,6,13,13,5
2024-08-04,Neurology,36,23,0.6389,4,4,8,8,9
2024-08-04,Obstetrics,40,28,0.7,4,4,8,8,2
2024-08-04,Oncology,38,25,0.6579,4,4,8,8,5
2024-08-04,Orthopedics,48,31,0.6458,5,5,10,10,4
2024-08-04,Urology,30,19,0.6333,3,3,6,6,3
2024-08-05,Cardiology,44,33,0.75,4,4,9,9,2
2024-08-05,General Surgery,42,31,0.7381,4,4,9,9,2
2024-08-05,Internal Medicine,64,43,0.6719,6,6,13,12,7
2024-08-05,Neurology,36,29,0.8056,4,4,8,8,6
2024-08-05,Obstetrics,40,29,0.725,4,4,8,8,6
2024-08-05,Oncology,38,30,0.7895,4,4,8,8,7
2024-08-05,Orthopedics,48,32,0.6667,5,5,10,10,2
2024-08-05,Urology,30,21,0.7,3,3,6,6,2
2024-08-06,Cardiology,44,32,0.7273,4,4,9,8,5
2024-08-06,General Surgery,42,30,0.7143,4,4,9,8,12
2024-08-06,Internal Medicine,64,50,0.7812,6,6,13,13,4
2024-08-06,Neurology,36,25,0.6944,4,4,8,8,9
2024-08-06,Obstetrics,40,26,0.65,4,4,8,8,2
2024-08-06,Oncology,38,31,0.8158,4,4,8,8,4
2024-08-06,Orthopedics,48,34,0.7083,5,5,10,10,9
2024-08-06,Urology,30,21,0.7,3,3,6,6,6
2024-08-07,Cardiology,44,29,0.6591,4,4,9,8,5
2024-08-07,General Surgery,42,29,0.6905,4,4,9,9,4
2024-08-07,Internal Medicine,64,46,0.7188,6,6,13,13,9
2024-08-07,Neurology,36,27,0.75,4,4,8,7,6
2024-08-07,Obstetrics,40,28,0.7,4,4,8,7,8
2024-08-07,Oncology,38,31,0.8158,4,3,8,8,5
2024-08-07,Orthopedics,48,37,0.7708,5,5,10,10,4
2024-08-07,Urology,30,20,0.6667,3,3,6,6,1
2024-08-08,Cardiology,44,29,0.6591,4,4,9,9,9
2024-08-08,General Surgery,42,31,0.7381,4,4,9,9,6
2024-08-08,Internal Medicine,64,48,0.75,6,6,13,13,5
2024-08-08,Neurology,36,26,0.7222,4,4,8,8,6
2024-08-08,Obstetrics,40,26,0.65,4,4,8,8,2
2024-08-08,Oncology,38,31,0.8158,4,4,8,8,2
2024-08-08,Orthopedics,48,37,0.7708,5,5,10,10,9
2024-08-08,Urology,30,23,0.7667,3,3,6,6,2
2024-08-09,Cardiology,44,31,0.7045,4,4,9,9,5
2024-08-09,General Surgery,42,30,0.7143,4,4,9,9,8
2024-08-09,Internal Medicine,64,45,0.7031,6,6,13,13,8
2024-08-09,Neurology,36,27,0.75,4,4,8,8,2
2024-08-09,Obstetrics,40,27,0.675,4,4,8,8,5
2024-08-09,Oncology,38,30,0.7895,4,4,8,8,4
2024-08-09,Orthopedics,48,38,0.7917,5,4,10,10,3
2024-08-09,Urology,30,22,0.7333,3,3,6,6,6
2024-08-10,Cardiology,44,29,0.6591,4,4,9,9,7
2024-08-10,General Surgery,42,29,0.6905,4,4,9,9,7
2024-08-10,Internal Medicine,64,43,0.6719,6,6,13,13,5
2024-08-10,Neurology,36,25,0.6944,4,4,8,8,6
2024-08-10,Obstetrics,40,31,0.775,4,4,8,8,7
2024-08-10,Oncology,38,28,0.7368,4,3,8,8,4
2024-08-10,Orthopedics,48,34,0.7083,5,5,10,10,4
2024-08-10,Urology,30,21,0.7,3,3,6,6,7
2024-08-11,Cardiology,44,29,0.6591,4,4,9,9,7
2024-08-11,General Surgery,42,29,0.6905,4,4,9,9,10
2024-08-11,Internal Medicine,64,44,0.6875,6,6,13,13,9
2024-08-11,Neurology,36,25,0.6944,4,4,8,8,9
2024-08-11,Obstetrics,40,26,0.65,4,4,8,8,8
2024-08-11,Oncology,38,30,0.7895,4,4,8,8,11
2024-08-11,Orthopedics,48,36,0.75,5,5,10,10,9
2024-08-11,Urology,30,19,0.6333,3,3,6,6,4
2024-08-12,Cardiology,44,36,0.8182,4,4,9,8,5
2024-08-12,General Surgery,42,32,0.7619,4,4,9,9,7
2024-08-12,Internal Medicine,64,51,0.7969,6,5,13,12,10
2024-08-12,Neurology,36,24,0.6667,4,4,8,8,6
2024-08-12,Obstetrics,40,25,0.625,4,4,8,8,7
2024-08-12,Oncology,38,30,0.7895,4,4,8,8,3
2024-08-12,Orthopedics,48,34,0.7083,5,5,10,10,5
2024-08-12,Urology,30,23,0.7667,3,3,6,5,5
2024-08-13,Cardiology,44,33,0.75,4,4,9,8,7
2024-08-13,General Surgery,42,32,0.7619,4,4,9,8,4
2024-08-13,Internal Medicine,64,46,0.7188,6,5,13,13,6
2024-08-13,Neurology,36,26,0.7222,4,4,8,8,7
2024-08-13,Obstetrics,40,26,0.65,4,4,8,8,4
2024-08-13,Oncology,38,33,0.8684,4,4,8,8,7
2024-08-13,Orthopedics,48,39,0.8125,5,5,10,10,3
2024-08-13,Urology,30,21,0.7,3,3,6,6,2
2024-08-14,Cardiology,44,33,0.75,4,4,9,9,6
2024-08-14,General Surgery,42,30,0.7143,4,4,9,9,9
2024-08-14,Internal Medicine,64,48,0.75,6,6,13,13,7
2024-08-14,Neurology,36,25,0.6944,4,4,8,8,5
2024-08-14,Obstetrics,40,26,0.65,4,3,8,8,3
2024-08-14,Oncology,38,32,0.8421,4,4,8,8,3
2024-08-14,Orthopedics,48,35,0.7292,5,5,10,10,6
2024-08-14,Urology,30,24,0.8,3,2,6,6,8
2024-08-15,Cardiology,44,32,0.7273,4,4,9,9,6
2024-08-15,General Surgery,42,33,0.7857,4,3,9,9,4
2024-08-15,Internal Medicine,64,53,0.8281,6,6,13,13,6
2024-08-15,Neurology,36,27,0.75,4,4,8,7,5
2024-08-15,Obstetrics,40,27,0.675,4,3,8,7,8
2024-08-15,Oncology,38,29,0.7632,4,4,8,8,3
2024-08-15,Orthopedics,48,32,0.6667,5,5,10,10,3
2024-08-15,Urology,30,21,0.7,3,3,6,6,12
2024-08-16,Cardiology,44,31,0.7045,4,3,9,9,6
2024-08-16,General Surgery,42,33,0.7857,4,4,9,9,6
2024-08-16,Internal Medicine,64,53,0.8281,6,6,13,13,12
2024-08-16,Neurology,36,27,0.75,4,4,8,8,7
2024-08-16,Obstetrics,40,29,0.725,4,4,8,8,10
2024-08-16,Oncology,38,30,0.7895,4,4,8,8,2
2024-08-16,Orthopedics,48,35,0.7292,5,4,10,10,4
2024-08-16,Urology,30,21,0.7,3,3,6,6,2
2024-08-17,Cardiology,44,30,0.6818,4,4,9,9,6
2024-08-17,General Surgery,42,29,0.6905,4,4,9,8,8
2024-08-17,Internal Medicine,64,46,0.7188,6,6,13,13,12
2024-08-17,Neurology,36,26,0.7222,4,4,8,8,10
2024-08-17,Obstetrics,40,25,0.625,4,4,8,8,5
2024-08-17,Oncology,38,28,0.7368,4,4,8,8,5
2024-08-17,Orthopedics,48,35,0.7292,5,4,10,10,4
2024-08-17,Urology,30,20,0.6667,3,3,6,6,5
2024-08-18,Cardiology,44,29,0.6591,4,4,9,9,8
2024-08-18,General Surgery,42,30,0.7143,4,4,9,9,6
2024-08-18,Internal Medicine,64,42,0.6562,6,6,13,13,5
2024-08-18,Neurology,36,23,0.6389,4,4,8,8,6
2024-08-18,Obstetrics,40,27,0.675,4,4,8,8,6
2024-08-18,Oncology,38,29,0.7632,4,4,8,7,5
2024-08-18,Orthopedics,48,28,0.5833,5,5,10,10,9
2024-08-18,Urology,30,20,0.6667,3,3,6,6,10
2024-08-19,Cardiology,44,35,0.7955,4,4,9,9,7
2024-08-19,General Surgery,42,32,0.7619,4,4,9,9,7
2024-08-19,Internal Medicine,64,51,0.7969,6,6,13,13,9
2024-08-19,Neurology,36,30,0.8333,4,4,8,8,10
2024-08-19,Obstetrics,40,27,0.675,4,4,8,8,5
2024-08-19,Oncology,38,28,0.7368,4,4,8,8,2
2024-08-19,Orthopedics,48,35,0.7292,5,5,10,10,5
2024-08-19,Urology,30,22,0.7333,3,3,6,6,4
2024-08-20,Cardiology,44,32,0.7273,4,4,9,9,8
2024-08-20,General Surgery,42,32,0.7619,4,4,9,9,6
2024-08-20,Internal Medicine,64,47,0.7344,6,6,13,13,6
2024-08-20,Neurology,36,26,0.7222,4,3,8,8,5
2024-08-20,Obstetrics,40,32,0.8,4,4,8,8,3
2024-08-20,Oncology,38,29,0.7632,4,4,8,7,5
2024-08-20,Orthopedics,48,30,0.625,5,5,10,9,6
2024-08-20,Urology,30,24,0.8,3,3,6,6,7
2024-08-21,Cardiology,44,31,0.7045,4,4,9,9,6
2024-08-21,General Surgery,42,33,0.7857,4,4,9,9,8
2024-08-21,Internal Medicine,64,47,0.7344,6,6,13,13,4
2024-08-21,Neurology,36,29,0.8056,4,4,8,8,7
2024-08-21,Obstetrics,40,29,0.725,4,4,8,8,3
2024-08-21,Oncology,38,28,0.7368,4,4,8,8,5
2024-08-21,Orthopedics,48,33,0.6875,5,5,10,10,4
2024-08-21,Urology,30,22,0.7333,3,3,6,5,6
2024-08-22,Cardiology,44,32,0.7273,4,4,9,9,10
2024-08-22,General Surgery,42,31,0.7381,4,4,9,9,6
2024-08-22,Internal Medicine,64,48,0.75,6,6,13,13,5
2024-08-22,Neurology,36,26,0.7222,4,4,8,7,9
2024-08-22,Obstetrics,40,27,0.675,4,4,8,7,4
2024-08-22,Oncology,38,31,0.8158,4,4,8,8,4
2024-08-22,Orthopedics,48,32,0.6667,5,4,10,10,3
2024-08-22,Urology,30,21,0.7,3,3,6,6,3
2024-08-23,Cardiology,44,32,0.7273,4,4,9,9,8
2024-08-23,General Surgery,42,32,0.7619,4,4,9,9,10
2024-08-23,Internal Medicine,64,45,0.7031,6,5,13,13,6
2024-08-23,Neurology,36,26,0.7222,4,4,8,8,6
2024-08-23,Obstetrics,40,27,0.675,4,4,8,7,4
2024-08-23,Oncology,38,31,0.8158,4,4,8,8,6
2024-08-23,Orthopedics,48,35,0.7292,5,5,10,10,4
2024-08-23,Urology,30,22,0.7333,3,3,6,6,5
2024-08-24,Cardiology,44,33,0.75,4,4,9,9,11
2024-08-24,General Surgery,42,32,0.7619,4,4,9,9,9
2024-08-24,Internal Medicine,64,44,0.6875,6,6,13,13,4
2024-08-24,Neurology,36,27,0.75,4,4,8,8,8
2024-08-24,Obstetrics,40,27,0.675,4,4,8,8,3
2024-08-24,Oncology,38,28,0.7368,4,4,8,8,7
2024-08-24,Orthopedics,48,33,0.6875,5,5,10,10,1
2024-08-24,Urology,30,22,0.7333,3,3,6,6,9
2024-08-25,Cardiology,44,34,0.7727,4,4,9,9,12
2024-08-25,General Surgery,42,27,0.6429,4,4,9,9,4
2024-08-25,Internal Medicine,64,51,0.7969,6,5,13,13,8
2024-08-25,Neurology,36,26,0.7222,4,4,8,7,7
2024-08-25,Obstetrics,40,29,0.725,4,4,8,8,3
2024-08-25,Oncology,38,32,0.8421,4,4,8,8,10
2024-08-25,Orthopedics,48,33,0.6875,5,5,10,10,2
2024-08-25,Urology,30,22,0.7333,3,3,6,5,3
2024-08-26,Cardiology,44,29,0.6591,4,4,9,9,4
2024-08-26,General Surgery,42,31,0.7381,4,4,9,9,6
2024-08-26,Internal Medicine,64,45,0.7031,6,6,13,13,6
2024-08-26,Neurology,36,26,0.7222,4,3,8,8,9
2024-08-26,Obstetrics,40,25,0.625,4,4,8,8,5
2024-08-26,Oncology,38,29,0.7632,4,3,8,8,6
2024-08-26,Orthopedics,48,36,0.75,5,4,10,10,3
2024-08-26,Urology,30,24,0.8,3,3,6,6,3
2024-08-27,Cardiology,44,33,0.75,4,4,9,9,10
2024-08-27,General Surgery,42,30,0.7143,4,4,9,9,8
2024-08-27,Internal Medicine,64,45,0.7031,6,6,13,12,14
2024-08-27,Neurology,36,29,0.8056,4,4,8,8,5
2024-08-27,Obstetrics,40,27,0.675,4,4,8,8,6
2024-08-27,Oncology,38,29,0.7632,4,3,8,8,5
2024-08-27,Orthopedics,48,31,0.6458,5,5,10,9,4
2024-08-27,Urology,30,22,0.7333,3,3,6,6,4
2024-08-28,Cardiology,44,34,0.7727,4,4,9,9,5
2024-08-28,General Surgery,42,29,0.6905,4,4,9,8,6
2024-08-28,Internal Medicine,64,50,0.7812,6,6,13,13,8
2024-08-28,Neurology,36,27,0.75,4,3,8,8,7
2024-08-28,Obstetrics,40,25,0.625,4,4,8,8,4
2024-08-28,Oncology,38,27,0.7105,4,4,8,8,3
2024-08-28,Orthopedics,48,37,0.7708,5,5,10,10,6
2024-08-28,Urology,30,21,0.7,3,2,6,6,6
2024-08-29,Cardiology,44,32,0.7273,4,4,9,9,5
2024-08-29,General Surgery,42,35,0.8333,4,4,9,9,6
2024-08-29,Internal Medicine,64,51,0.7969,6,6,13,13,6
2024-08-29,Neurology,36,25,0.6944,4,4,8,8,6
2024-08-29,Obstetrics,40,28,0.7,4,3,8,8,3
2024-08-29,Oncology,38,29,0.7632,4,4,8,8,4
2024-08-29,Orthopedics,48,36,0.75,5,5,10,10,6
2024-08-29,Urology,30,19,0.6333,3,3,6,6,3
2024-08-30,Cardiology,44,34,0.7727,4,3,9,9,7
2024-08-30,General Surgery,42,29,0.6905,4,3,9,9,6
2024-08-30,Internal Medicine,64,46,0.7188,6,6,13,13,6
2024-08-30,Neurology,36,28,0.7778,4,4,8,8,4
2024-08-30,Obstetrics,40,29,0.725,4,4,8,8,4
2024-08-30,Oncology,38,31,0.8158,4,4,8,8,5
2024-08-30,Orthopedics,48,33,0.6875,5,5,10,10,4
2024-08-30,Urology,30,21,0.7,3,3,6,6,6
2024-08-31,Cardiology,44,26,0.5909,4,4,9,8,4
2024-08-31,General Surgery,42,29,0.6905,4,4,9,9,4
2024-08-31,Internal Medicine,64,46,0.7188,6,6,13,13,4
2024-08-31,Neurology,36,24,0.6667,4,4,8,8,3
2024-08-31,Obstetrics,40,25,0.625,4,4,8,8,5
2024-08-31,Oncology,38,29,0.7632,4,4,8,8,7
2024-08-31,Orthopedics,48,33,0.6875,5,5,10,10,4
2024-08-31,Urology,30,21,0.7,3,3,6,6,6
2024-09-01,Cardiology,44,32,0.7273,4,4,9,9,7
2024-09-01,General Surgery,42,34,0.8095,4,3,9,9,5
2024-09-01,Internal Medicine,64,45,0.7031,6,6,13,12,6
2024-09-01,Neurology,36,28,0.7778,4,4,8,8,11
2024-09-01,Obstetrics,40,29,0.725,4,4,8,8,4
2024-09-01,Oncology,38,28,0.7368,4,4,8,8,3
2024-09-01,Orthopedics,48,32,0.6667,5,5,10,10,6
2024-09-01,Urology,30,19,0.6333,3,3,6,6,5
2024-09-02,Cardiology,44,36,0.8182,4,4,9,9,5
2024-09-02,General Surgery,42,35,0.8333,4,4,9,9,6
2024-09-02,Internal Medicine,64,54,0.8438,6,6,13,13,9
2024-09-02,Neurology,36,29,0.8056,4,4,8,8,6
2024-09-02,Obstetrics,40,27,0.675,4,4,8,8,3
2024-09-02,Oncology,38,33,0.8684,4,4,8,8,2
2024-09-02,Orthopedics,48,36,0.75,5,5,10,10,6
2024-09-02,Urology,30,21,0.7,3,3,6,6,5
2024-09-03,Cardiology,44,30,0.6818,4,3,9,9,6
2024-09-03,General Surgery,42,30,0.7143,4,4,9,9,4
2024-09-03,Internal Medicine,64,51,0.7969,6,6,13,13,10
2024-09-03,Neurology,36,29,0.8056,4,4,8,8,4
2024-09-03,Obstetrics,40,28,0.7,4,4,8,8,7
2024-09-03,Oncology,38,33,0.8684,4,4,8,8,5
2024-09-03,Orthopedics,48,37,0.7708,5,5,10,10,7
2024-09-03,Urology,30,23,0.7667,3,2,6,6,4
2024-09-04,Cardiology,44,32,0.7273,4,4,9,9,2
2024-09-04,General Surgery,42,30,0.7143,4,4,9,9,10
2024-09-04,Internal Medicine,64,46,0.7188,6,6,13,13,5
2024-09-04,Neurology,36,28,0.7778,4,4,8,8,9
2024-09-04,Obstetrics,40,27,0.675,4,3,8,8,8
2024-09-04,Oncology,38,29,0.7632,4,4,8,8,4
2024-09-04,Orthopedics,48,35,0.7292,5,5,10,10,8
2024-09-04,Urology,30,22,0.7333,3,2,6,6,6
2024-09-05,Cardiology,44,32,0.7273,4,4,9,9,6
2024-09-05,General Surgery,42,33,0.7857,4,4,9,9,4
2024-09-05,Internal Medicine,64,49,0.7656,6,6,13,13,11
2024-09-05,Neurology,36,27,0.75,4,4,8,8,12
2024-09-05,Obstetrics,40,28,0.7,4,4,8,8,1
2024-09-05,Oncology,38,29,0.7632,4,4,8,7,3
2024-09-05,Orthopedics,48,35,0.7292,5,5,10,10,9
2024-09-05,Urology,30,20,0.6667,3,3,6,6,1
2024-09-06,Cardiology,44,31,0.7045,4,4,9,9,5
2024-09-06,General Surgery,42,31,0.7381,4,4,9,9,10
2024-09-06,Internal Medicine,64,51,0.7969,6,6,13,13,6
2024-09-06,Neurology,36,26,0.7222,4,4,8,8,10
2024-09-06,Obstetrics,40,27,0.675,4,4,8,8,2
2024-09-06,Oncology,38,30,0.7895,4,3,8,8,7
2024-09-06,Orthopedics,48,35,0.7292,5,5,10,10,10
2024-09-06,Urology,30,21,0.7,3,3,6,6,5
2024-09-07,Cardiology,44,34,0.7727,4,3,9,8,3
2024-09-07,General Surgery,42,28,0.6667,4,4,9,9,2
2024-09-07,Internal Medicine,64,50,0.7812,6,6,13,13,11
2024-09-07,Neurology,36,28,0.7778,4,4,8,8,9
2024-09-07,Obstetrics,40,25,0.625,4,4,8,8,3
2024-09-07,Oncology,38,32,0.8421,4,4,8,7,9
2024-09-07,Orthopedics,48,34,0.7083,5,5,10,10,10
2024-09-07,Urology,30,21,0.7,3,3,6,6,7
2024-09-08,Cardiology,44,28,0.6364,4,4,9,8,7
2024-09-08,General Surgery,42,26,0.619,4,4,9,9,10
2024-09-08,Internal Medicine,64,50,0.7812,6,6,13,13,7
2024-09-08,Neurology,36,29,0.8056,4,4,8,8,6
2024-09-08,Obstetrics,40,25,0.625,4,4,8,8,4
2024-09-08,Oncology,38,31,0.8158,4,4,8,8,3
2024-09-08,Orthopedics,48,37,0.7708,5,5,10,10,4
2024-09-08,Urology,30,18,0.6,3,3,6,6,4
2024-09-09,Cardiology,44,32,0.7273,4,4,9,9,6
2024-09-09,General Surgery,42,32,0.7619,4,4,9,9,7
2024-09-09,Internal Medicine,64,54,0.8438,6,6,13,13,4
2024-09-09,Neurology,36,29,0.8056,4,4,8,7,9
2024-09-09,Obstetrics,40,28,0.7,4,4,8,8,3
2024-09-09,Oncology,38,31,0.8158,4,4,8,8,7
2024-09-09,Orthopedics,48,36,0.75,5,5,10,10,3
2024-09-09,Urology,30,20,0.6667,3,3,6,6,3
2024-09-10,Cardiology,44,34,0.7727,4,4,9,9,4
2024-09-10,General Surgery,42,29,0.6905,4,4,9,9,6
